,emp_id,dishes_name
122,1023,红酒土豆烧鸭腿
123,1023,三丝鳝鱼
124,1023,爆炒鸡翅
125,1023,白胡椒胡萝卜羊肉汤
126,1023,孜然羊排
127,1023,青岛啤酒罐装
128,1023,哈尔滨啤酒罐装
129,1023,一品香酥藕
130,1023,葡萄奶酥(超酥香的饼干)
131,994,辣炒海带丝
132,994,爆炒鳝碌
133,994,白胡椒胡萝卜羊肉汤
134,994,爆炒鸡翅
135,994,小米南瓜粥
137,994,金玉良缘
138,994,酸辣藕丁
139,1001,麻辣小龙虾
140,1001,香酥两吃大虾
141,1001,避风塘炒蟹
142,1001,水煮鱼
143,1001,蒜香辣花甲
144,1001,香烤牛排
145,1001,党参黄芪炖牛尾
146,1001,焖猪手
147,1001,酸辣藕丁
148,1001,凉拌蒜蓉西兰花
149,1001,凉拌菠菜
150,1001,南瓜枸杞小饼干
151,1001,42度海之蓝
152,1001,意文柠檬汁
153,1001,香菇鸡肉粥
154,1001,清爽拌凉面
155,1001,超人气广式肠粉
166,994,麻辣小龙虾
167,994,番茄甘蓝
168,994,杭椒鸡珍
169,994,凉拌菠菜
171,1084,桂圆枸杞鸽子汤
172,1084,红酒土豆烧鸭腿
173,1084,香烤牛排
174,1084,番茄有机花菜
175,1084,意文柠檬汁
176,1084,酸辣汤面
177,1084,蛋挞
178,1084,广式虾仁肠粉
207,996,香酥两吃大虾
209,996,番茄甘蓝
224,1073,葱姜炒蟹
225,1073,芝麻烤紫菜
226,1073,辣炒花蛤
227,1073,豌豆薯仔猪骨汤
228,1073,重庆特色油烧兔
229,1073,青炒扁豆
230,1073,酸辣藕丁
231,1073,38度剑南春
232,1073,南瓜枸杞小饼干
234,1073,啤酒鸭
235,1073,凉拌菠菜
236,1017,清蒸蝶鱼
237,1017,凉拌海带豆芽紫菜
238,1017,白斩鸡
239,1017,凉拌萝卜丝
240,1017,三色凉拌手撕兔
241,1017,意文柠檬汁
243,1017,糖醋蕃茄溜青花
244,1002,蒜蓉生蚝
245,1002,芝士烩波士顿龙虾
246,1002,黄花菜炒木耳
247,1002,小炒羊腰
248,1002,白胡椒胡萝卜羊肉汤
250,1002,西瓜胡萝卜沙拉
251,1002,香烤牛排
258,1283,孜然羊排
259,1283,清炒菊花菜
260,1283,谷稻小庄
261,1283,冰糖红豆薏米粥
262,1283,广式虾仁肠粉
263,996,香酥两吃大虾
264,996,爆炒双丝
265,996,番茄甘蓝
266,996,张裕葡萄酒张裕赤霞珠干红
267,996,蒙古烤羊腿
268,996,西瓜胡萝卜沙拉
269,996,党参黄芪炖牛尾
270,996,北冰洋汽水
271,1033,水煮鱼
272,1033,玉竹南北杏鸭腿汤
273,1033,孜然羊排
274,1033,红酒土豆烧鸭腿
275,1033,油焖麻辣虾
276,1033,木须豌豆
277,1033,白胡椒胡萝卜羊肉汤
278,1033,肉丁茄子
279,1033,番茄炖牛腩
280,1033,鸡蛋、肉末肠粉
281,1033,清爽拌凉面
282,1033,皮蛋瘦肉粥
283,1033,山药养生粥
284,1033,五色糯米饭(七色)
285,1033,桂圆肉红豆八宝饭
286,1001,辣炒花蛤
287,1001,打卤面
288,1001,酸辣藕丁
289,1001,香菇鸡肉粥
290,1087,香酥两吃大虾
291,1087,爆炒双丝
292,1087,桂圆肉红豆八宝饭
293,1087,山药养生粥
294,991,水煮鱼
295,991,培根花菜
296,991,凉拌菠菜
297,991,焖猪手
299,991,蓝带啤酒罐装
300,1344,姜葱炒花蟹
301,1344,蒜蓉生蚝
302,1344,清爽拌凉面
303,1344,酸辣汤面
304,1034,水煮鱼
305,1034,黄花菜炒木耳
306,1034,葡萄奶酥(超酥香的饼干)
320,1282,香酥两吃大虾
321,1282,糖醋蕃茄溜青花
322,1282,照烧鸡腿
323,1282,党参黄芪炖牛尾
324,1282,焖猪手
325,1282,香辣腐乳炒虾
326,1282,山药养生粥
327,1282,番茄有机花菜
328,1282,木须豌豆
329,1282,皮蛋瘦肉粥
330,1282,黑米恋上葡萄
331,1282,桂圆肉红豆八宝饭
332,990,葱姜炒蟹
333,990,白胡椒胡萝卜羊肉汤
334,990,干锅田鸡
335,990,木须豌豆
336,990,露露无糖杏仁露
338,990,剁椒鱼头
339,990,独家薄荷鲜虾牛肉卷
340,990,爆炒猪肝
341,990,啤酒鸭
342,990,肉丁茄子
343,990,番茄有机花菜
344,990,桂圆肉红豆八宝饭
345,990,葡萄奶酥(超酥香的饼干)
346,990,水煮鱼
347,990,美妙绝伦之白莲花
368,1318,百里香奶油烤紅酒牛肉
369,1318,芝士烩波士顿龙虾
370,1318,50度古井贡酒
371,1318,蛋挞
372,1318,黑米恋上葡萄
373,1033,蒜香辣花甲
374,1033,干锅田鸡
375,1033,清炒菊花菜
376,1033,农夫山泉NFC果汁100%橙汁
384,1031,香烤牛排
385,1031,百里香奶油烤紅酒牛肉
386,1031,蛋挞
387,1031,小米南瓜粥
388,1522,麻辣小龙虾
389,1522,北冰洋汽水
390,1522,桂圆枸杞鸽子汤
391,1522,小米南瓜粥
414,1519,姜葱炒花蟹
415,1519,麻辣小龙虾
416,1519,小炒羊腰
417,1519,北冰洋汽水
418,1519,葱油凉拌藕片
419,1519,番茄蛋汤
420,1087,焖猪手
421,1087,泡椒凤爪
422,1087,炝炒大白菜
424,993,蒜蓉生蚝
425,993,啤酒鸭
426,993,木须豌豆
428,1179,番茄炖牛腩
429,1179,拌土豆丝
430,1179,白斩鸡
431,1179,焖猪手
432,1179,番茄有机花菜
433,1179,意文柠檬汁
435,991,避风塘炒蟹
436,991,拌土豆丝
437,991,黄油曲奇饼干
438,991,小米南瓜粥
439,991,山药养生粥
444,989,拌土豆丝
445,989,盘蟹蒸蛋
446,989,香辣腐乳炒虾
447,989,不加一滴油的酸奶蛋糕
448,990,蒜香辣花甲
449,990,小炒羊腰
450,990,肉丁茄子
451,990,拌土豆丝
453,987,香辣腐乳炒虾
454,987,蓝带啤酒罐装
455,987,五色糯米饭(七色)
456,987,桂圆肉红豆八宝饭
457,987,独家薄荷鲜虾牛肉卷
458,987,党参黄芪炖牛尾
459,1098,辣炒鱿鱼
460,1098,白斩鸡
461,1098,番茄蛋汤
462,1098,爆炒猪肝
463,1098,拌土豆丝
464,1098,五彩藕苗
465,1098,芹菜炒腰花
467,1098,露露无糖杏仁露
474,1458,芝士烩波士顿龙虾
475,1458,油焖麻辣虾
476,1458,香辣腐乳炒虾
477,1458,爆炒猪肝
478,1458,谷稻小庄
479,1458,芹黄鳝丝
480,1458,盘蟹蒸蛋
481,1458,南瓜枸杞小饼干
482,1458,老式面包
483,1458,香菇鸡肉粥
484,1458,泡椒凤爪
486,1004,剁椒鱼头
487,1004,蒜香辣花甲
488,1004,盘蟹蒸蛋
489,1004,清蒸蝶鱼
490,1004,白胡椒胡萝卜羊肉汤
491,1004,凉拌菠菜
499,1008,油焖麻辣虾
500,1008,照烧鸡腿
501,1008,凉拌萝卜丝
502,1008,香菇鹌鹑蛋
504,1227,香辣腐乳炒虾
505,1227,清蒸蝶鱼
506,1227,豌豆薯仔猪骨汤
507,1227,大蒜苋菜
508,1227,酸辣藕丁
510,1002,姜葱炒花蟹
511,1002,清蒸海鱼
512,1002,辣炒海带丝
513,1002,干锅田鸡
514,1002,青炒扁豆
516,1002,黄花菜炒木耳
517,1229,麻辣小龙虾
518,1229,焖猪手
519,1229,剁椒鱼头
520,1229,炝炒大白菜
521,1229,农夫山泉NFC果汁100%橙汁
522,1229,清炒菊花菜
523,1229,糖醋蕃茄溜青花
524,1229,美妙绝伦之白莲花
525,1229,凉拌菠菜
530,1086,蒜香辣花甲
531,1086,桂圆枸杞鸽子汤
532,1086,啤酒鸭
533,1086,焖猪手
534,1086,红酒炖羊肉
535,1086,番茄甘蓝
536,1086,桂圆肉红豆八宝饭
538,1086,山药养生粥
539,1251,白胡椒胡萝卜羊肉汤
540,1251,三色凉拌手撕兔
541,1251,独家薄荷鲜虾牛肉卷
542,1251,番茄有机花菜
543,1251,凉拌萝卜丝
545,1251,清蒸海鱼
546,1226,香辣腐乳炒虾
547,1226,党参黄芪炖牛尾
548,1226,焖猪手
549,1226,番茄有机花菜
550,1226,黄花菜炒木耳
551,1226,辣炒海带丝
552,1226,谷稻小庄
554,1088,油焖麻辣虾
555,1088,水煮鱼
556,1088,蒜香辣花甲
557,1088,番茄炖牛腩
558,1088,香菇鹌鹑蛋
559,1088,香烤牛排
560,1088,酸辣藕丁
561,1088,党参黄芪炖牛尾
562,1088,番茄有机花菜
563,1088,意文柠檬汁
564,1088,北冰洋汽水
565,1088,谷稻小庄
566,1088,打卤面
567,1088,清爽拌凉面
568,1088,农夫山泉NFC果汁100%橙汁
569,1088,冰糖红豆薏米粥
570,1088,酸辣汤面
571,1088,宝宝版牛肉肠粉
572,1088,桂圆肉红豆八宝饭
573,1088,皮蛋瘦肉粥
574,1088,五色糯米饭(七色)
575,1091,辣炒鱿鱼
576,1091,姜葱炒花蟹
577,1091,独家薄荷鲜虾牛肉卷
578,1091,焖猪手
579,1091,红酒炖羊肉
580,1091,凉拌菠菜
581,1091,桂圆枸杞鸽子汤
582,1091,蓝带啤酒罐装
583,1091,干锅田鸡
585,993,香辣腐乳炒虾
586,993,牛尾汤
587,993,番茄炖牛腩
588,993,芝士烩波士顿龙虾
590,993,香菇鹌鹑蛋
591,993,番茄炖秋葵
592,993,五彩藕苗
593,993,酸辣藕丁
594,993,豌豆薯仔猪骨汤
595,993,大蒜苋菜
596,993,焖猪手
597,993,啤酒鸭
598,993,白斩鸡
599,993,爆炒猪肝
600,993,52度泸州老窖
601,1538,麻辣小龙虾
602,1538,姜葱炒花蟹
603,1538,孜然羊排
604,1538,路易拉菲红酒干红
605,1538,炝炒大白菜
606,1538,山药养生粥
607,1001,辣炒鱿鱼
608,1001,香辣腐乳炒虾
609,1001,番茄炖牛腩
610,1001,爆炒鸡翅
611,1001,凉拌蒜蓉西兰花
612,1001,酸辣藕丁
613,1001,香菇鹌鹑蛋
614,1001,桂圆肉红豆八宝饭
615,1001,山药养生粥
617,993,香酥两吃大虾
618,993,五香酱驴肉
619,993,干锅田鸡
620,993,冰镇花螺
621,993,爆炒鸡翅
622,993,清蒸海鱼
623,993,糖醋蕃茄溜青花
624,993,木须豌豆
625,993,冬瓜炒苦瓜
626,993,凉拌蒜蓉西兰花
627,993,黄花菜炒木耳
628,993,青炒扁豆
629,993,特醇嘉士伯啤酒罐装
630,993,50度古井贡酒
632,987,避风塘炒蟹
633,987,辣炒花蛤
634,987,辣炒鱿鱼
635,987,番茄炖牛腩
636,987,香辣爆羊肝
637,987,爆炒猪肝
638,987,爆炒鸡翅
639,987,糖醋蕃茄溜青花
640,987,木须豌豆
642,987,皮蛋瘦肉粥
643,987,水煮鱼
644,1001,辣炒花蛤
645,1001,水煮鱼
646,1001,爆炒鸡翅
647,1001,凉拌蒜蓉西兰花
648,1001,哈尔滨啤酒罐装
649,1001,皮蛋瘦肉粥
650,1001,桂圆肉红豆八宝饭
651,1001,山药养生粥
652,1001,酸辣汤面
653,1029,番茄炖牛腩
654,1029,独家薄荷鲜虾牛肉卷
655,1029,芹菜炒腰花
656,1029,凉拌蒜蓉西兰花
657,1029,番茄有机花菜
658,1029,谷稻小庄
660,1249,小炒羊腰
661,1249,金玉良缘
662,1249,清蒸蝶鱼
663,1249,凉拌菠菜
675,996,盘蟹蒸蛋
676,996,蛋挞
678,996,冰镇花螺
679,996,番茄有机花菜
686,1230,西瓜胡萝卜沙拉
687,1230,麻辣小龙虾
689,1230,蒜香辣花甲
690,1230,豌豆薯仔猪骨汤
691,1230,凉拌萝卜丝
692,1004,番茄炖牛腩
693,1004,蒜蓉生蚝
694,1004,辣炒海带丝
695,1004,照烧鸡腿
697,1004,凉拌菠菜
702,993,辣炒海带丝
703,993,香烤牛排
704,993,白胡椒胡萝卜羊肉汤
705,993,爆炒鸡翅
706,993,凉拌菠菜
711,984,香酥两吃大虾
712,984,三丝鳝鱼
713,984,姜葱炒花蟹
714,984,蒙古烤羊腿
715,984,意文柠檬汁
716,984,一品香酥藕
717,984,啤酒鸭
718,984,自制猪肉脯
719,984,凉拌蒜蓉西兰花
720,984,土豆西红柿汤面
721,984,五色糯米饭(七色)
723,984,牛肉鸡蛋肠粉
724,1520,麻辣小龙虾
725,1520,白胡椒胡萝卜羊肉汤
726,1520,水煮鱼
727,1520,辣炒海带丝
728,1520,香烤牛排
729,1520,凉拌萝卜丝
730,1520,凉拌菠菜
731,1520,爆炒鸡翅
732,1520,香菇鸡肉粥
734,1305,清蒸蝶鱼
735,1305,葱油凉拌藕片
736,1305,辣炒海带丝
737,1305,培根紫菜卷
738,1305,焖猪手
739,1305,黄花菜炒木耳
740,1305,牛尾汤
742,995,百里香奶油烤紅酒牛肉
743,995,芝士烩波士顿龙虾
744,995,金玉良缘
745,995,糖醋蕃茄溜青花
746,995,路易拉菲红酒干红
748,1610,清蒸蝶鱼
749,1610,拌土豆丝
750,1610,焖猪手
751,1610,凉拌菠菜
758,984,清蒸蝶鱼
759,984,姜葱炒花蟹
760,984,凉拌萝卜丝
761,984,番茄有机花菜
763,995,芝士烩波士顿龙虾
764,995,谷稻小庄
765,995,凉拌萝卜丝
766,995,凉拌菠菜
768,992,水煮鱼
769,992,肉丁茄子
771,992,蛋挞
772,992,张裕葡萄酒张裕赤霞珠干红
773,1159,香酥两吃大虾
774,1159,姜葱炒花蟹
775,1159,香烤牛排
776,1159,铁板牛肉
777,1159,蒜香包
778,1159,肉丁茄子
780,1119,麻辣小龙虾
781,1119,爆炒鳝碌
782,1119,铁板牛肉
783,1119,三色凉拌手撕兔
784,1119,炝炒大白菜
785,1119,谷稻小庄
786,1119,路易拉菲红酒干红
787,1119,不加一滴油的酸奶蛋糕
788,1119,蛋挞
789,1119,土豆西红柿汤面
790,1119,五色糯米饭(七色)
791,1119,西瓜胡萝卜沙拉
792,1119,香菇鹌鹑蛋
793,1125,铁板牛肉
794,1125,番茄甘蓝
795,1125,核桃葡萄干土司
796,1125,皮蛋瘦肉粥
797,1125,张裕葡萄酒张裕赤霞珠干红
798,1125,姜葱炒花蟹
799,1467,麻辣小龙虾
800,1467,谷稻小庄
801,1467,冰糖红豆薏米粥
802,1467,超人气广式肠粉
803,1467,紫薯面包卷
804,1121,香酥两吃大虾
805,1121,倒立蒸梭子蟹
806,1121,辣炒鱿鱼
807,1121,独家薄荷鲜虾牛肉卷
808,1121,辣炒海带丝
809,1121,照烧鸡腿
810,1121,凉拌菠菜
811,1121,培根花菜
812,1121,糖醋蕃茄溜青花
813,1121,蛋挞
814,1121,小米南瓜粥
815,1189,水煮鱼
816,1189,油焖麻辣虾
817,1189,培根紫菜卷
818,1189,凉拌菠菜
819,1189,白胡椒胡萝卜羊肉汤
820,1189,百里香奶油烤红酒牛肉
821,1189,凉拌蒜蓉西兰花
822,1189,鱼香肉丝拌面
823,1189,打卤面
824,1189,南瓜芝士包
825,1189,五色糯米饭(七色)
826,1189,清爽拌凉面
827,1189,蒜香包
828,1189,谷稻小庄
829,1189,露露无糖杏仁露
830,1189,意文柠檬汁
853,1206,麻辣小龙虾
854,1206,水煮鱼
855,1206,辣炒鱿鱼
856,1206,凉拌菠菜
857,1206,倒立蒸梭子蟹
859,1206,蒙古烤羊腿
860,1105,葱姜炒蟹
861,1105,水煮鱼
862,1105,倒立蒸梭子蟹
863,1105,剁椒鱼头
864,1105,番茄炖秋葵
865,1105,大理石奶油蛋糕
866,1105,南瓜芝士包
867,1105,葱油凉拌藕片
868,1105,豌豆薯仔猪骨汤
869,1105,青炒扁豆
870,1105,冰糖红豆薏米粥
871,1105,小米南瓜粥
872,1105,鸡蛋、肉末肠粉
873,1105,核桃葡萄干土司
874,1105,花蛤蒸蛋
875,1105,自制猪肉脯
876,1105,露露无糖杏仁露
877,1148,清蒸海鱼
878,1148,照烧鸡腿
879,1148,爆炒鸡翅
880,1148,番茄有机花菜
881,1148,鱼香肉丝拌面
882,1148,广式虾仁肠粉
883,1148,意文柠檬汁
884,1076,芝士烩波士顿龙虾
885,1076,爆炒猪肝
886,1076,自制猪肉脯
887,1076,辣炒鱿鱼
888,1076,焖猪手
889,1076,水煮鱼
890,1076,油焖麻辣虾
891,1076,香酥两吃大虾
892,1076,姜葱炒花蟹
893,1076,香菇鹌鹑蛋
894,1076,百里香奶油烤红酒牛肉
895,1076,照烧鸡腿
896,1076,独家薄荷鲜虾牛肉卷
897,1076,红酒土豆烧鸭腿
898,1076,53度茅台
899,1160,芝士烩波士顿龙虾
900,1160,倒立蒸梭子蟹
901,1160,花蛤蒸蛋
902,1160,鲜美鳝鱼
903,1160,百里香奶油烤红酒牛肉
904,1160,白斩鸡
905,1160,爆炒猪肝
906,1160,50度古井贡酒
907,1160,五色糯米饭(七色)
919,1068,香酥两吃大虾
920,1068,自制猪肉脯
921,1068,水煮鱼
922,1068,冰糖红豆薏米粥
923,1068,山药养生粥
924,1068,芹菜炒腰花
925,1068,谷稻小庄
926,1068,剁椒鱼头
927,1068,农夫山泉NFC果汁100%橙汁
928,1068,凉拌菠菜
929,1068,白胡椒胡萝卜羊肉汤
930,1068,一品香酥藕
931,1068,紫薯面包卷
932,1068,番茄有机花菜
934,1068,超人气广式肠粉
941,1507,麻辣小龙虾
942,1507,党参黄芪炖牛尾
943,1507,油焖麻辣虾
944,1507,啤酒鸭
945,1507,黄花菜炒木耳
946,1507,木须豌豆
947,1507,培根花菜
948,1507,炝炒大白菜
949,1507,香菇鹌鹑蛋
950,1507,拌土豆丝
951,1507,爆炒双丝
952,1507,蒙古烤羊腿
953,1507,五色糯米饭(七色)
954,1253,培根紫菜卷
955,1253,白斩鸡
956,1253,白胡椒胡萝卜羊肉汤
957,1253,炝炒大白菜
958,1253,意文柠檬汁
959,1253,蛋挞
960,1253,黑米恋上葡萄
961,1094,豌豆薯仔猪骨汤
962,1094,皮蛋瘦肉粥
963,1094,山药养生粥
964,1094,冰糖红豆薏米粥
965,1094,芹菜炒腰花
966,1094,小米南瓜粥
967,1094,香菇鸡肉粥
968,1094,剁椒鱼头
969,1094,农夫山泉NFC果汁100%橙汁
970,1094,水煮鱼
971,1094,谷稻小庄
972,1094,露露无糖杏仁露
973,1094,北冰洋汽水
974,1094,意文柠檬汁
975,1094,大蒜苋菜
976,1094,美妙绝伦之白莲花
977,1094,炝炒大白菜
978,1094,凉拌蒜蓉西兰花
979,1094,孜然羊排
980,1094,凉拌菠菜
981,1094,蒙古烤羊腿
982,1094,油焖麻辣虾
983,1094,香辣爆羊肝
984,1094,青岛啤酒罐装
985,1210,山药养生粥
986,1210,美妙绝伦之白莲花
987,1210,清爽拌凉面
988,1210,蛋挞
989,1210,照烧鸡腿
990,1210,芹菜炒腰花
991,1210,蒜香包
992,1210,露露无糖杏仁露
993,1213,芝士烩波士顿龙虾
994,1213,香酥两吃大虾
995,1213,清蒸蝶鱼
996,1213,辣炒鱿鱼
997,1213,芹菜炒腰花
998,1213,培根紫菜卷
999,1213,清炒菊花菜
1000,1213,辣炒田螺
1001,1213,白斩鸡
1002,1213,啤酒鸭
1003,1213,凉拌菠菜
1004,1213,金玉良缘
1005,1213,黄尾袋鼠西拉子红葡萄酒
1006,1213,爆炒双丝
1007,1213,冰糖红豆薏米粥
1008,1213,路易拉菲红酒干红
1009,1213,五色糯米饭(七色)
1011,1213,清爽拌凉面
1012,1213,小米南瓜粥
1013,1021,麻辣小龙虾
1014,1021,自制猪肉脯
1015,1021,山药养生粥
1016,1021,豌豆薯仔猪骨汤
1017,1021,爆炒双丝
1018,1021,清蒸蝶鱼
1019,1021,金玉良缘
1020,1021,谷稻小庄
1021,1021,纸杯蛋糕
1022,1021,52度泸州老窖
1023,1021,黄油曲奇饼干
1024,1021,香烤牛排
1025,1021,冰糖红豆薏米粥
1026,1533,蒜香辣花甲
1027,1533,辣炒鱿鱼
1028,1533,糖醋蕃茄溜青花
1030,1533,黄尾袋鼠西拉子红葡萄酒
1031,1347,香辣腐乳炒虾
1032,1347,焖猪手
1033,1347,香辣爆羊肝
1034,1347,油焖麻辣虾
1035,1347,核桃葡萄干土司
1036,1347,白胡椒胡萝卜羊肉汤
1037,1347,清蒸海鱼
1038,1347,爆炒猪肝
1039,1347,五色糯米饭(七色)
1040,1347,芹菜炒腰花
1041,1108,爆炒猪肝
1042,1108,香酥两吃大虾
1043,1108,小米南瓜粥
1044,1108,清蒸蝶鱼
1045,1108,香菇鸡肉粥
1046,1108,冰糖红豆薏米粥
1047,1108,谷稻小庄
1048,1108,水煮鱼
1049,1108,露露无糖杏仁露
1050,1108,美妙绝伦之白莲花
1051,1108,蒙古烤羊腿
1052,1108,红酒炖羊肉
1053,1108,炝炒大白菜
1054,1108,核桃葡萄干土司
1055,1108,紫薯面包卷
1056,1108,哈尔滨啤酒罐装
1057,1108,大理石奶油蛋糕
1058,1108,白胡椒胡萝卜羊肉汤
1059,1108,蓝带啤酒罐装
1060,1108,百威啤酒罐装
1061,1108,青岛啤酒罐装
1062,1108,特醇嘉士伯啤酒罐装
1063,1108,清爽拌凉面
1064,1108,鱼香肉丝拌面
1065,1108,酸辣汤面
1066,1108,打卤面
1067,1108,土豆西红柿汤面
1068,1108,老式面包
1069,1108,南瓜芝士包
1070,1108,牛奶卷
1071,1108,咖啡奶香面包
1073,1108,桂圆肉红豆八宝饭
1074,1108,酸辣藕丁
1075,1108,照烧鸡腿
1076,1108,葱油凉拌藕片
1077,1167,辣炒花蛤
1078,1167,姜葱炒花蟹
1079,1167,五色糯米饭(七色)
1080,1167,皮蛋瘦肉粥
1081,1080,香酥两吃大虾
1082,1080,焖猪手
1083,1080,不加一滴油的酸奶蛋糕
1084,1080,爆炒猪肝
1085,1080,豌豆薯仔猪骨汤
1086,1080,拌土豆丝
1087,1080,西瓜胡萝卜沙拉
1088,1080,香菇鹌鹑蛋
1089,1080,油焖麻辣虾
1090,1456,油焖麻辣虾
1091,1456,芹菜炒腰花
1092,1456,自制猪肉脯
1093,1456,豌豆薯仔猪骨汤
1095,1025,麻辣小龙虾
1096,1025,香菇鹌鹑蛋
1097,1025,意文柠檬汁
1098,1025,广式虾仁肠粉
1099,1025,冰糖红豆薏米粥
1100,1108,油焖麻辣虾
1101,1108,爆炒猪肝
1102,1108,清蒸海鱼
1103,1108,水煮鱼
1104,1108,自制猪肉脯
1105,1108,炝炒大白菜
1106,1108,香辣爆羊肝
1107,1108,白胡椒胡萝卜羊肉汤
1108,1108,五色糯米饭(七色)
1109,1169,麻辣小龙虾
1110,1169,谷稻小庄
1111,1169,清蒸海鱼
1112,1169,美妙绝伦之白莲花
1113,1169,大蒜苋菜
1114,1169,一品香酥藕
1115,1169,酸辣藕丁
1116,1169,培根花菜
1117,1169,海带结豆腐汤
1118,1169,超人气广式肠粉
1119,1169,百里香奶油烤红酒牛肉
1120,1169,法国波尔多AOC干红葡萄酒原
1121,1169,芝麻烤紫菜
1123,1169,皮蛋瘦肉粥
1124,1155,香辣爆羊肝
1125,1155,香酥两吃大虾
1126,1155,蒙古烤羊腿
1127,1155,孜然羊排
1128,1155,白胡椒胡萝卜羊肉汤
1130,1155,五色糯米饭(七色)
1131,1155,金玉良缘
1132,1155,酸辣藕丁
1133,1155,白斩鸡
1134,1155,法国波尔多AOC干红葡萄酒原
1135,1155,谷稻小庄
1136,1155,凉拌菠菜
1137,1155,糖醋蕃茄溜青花
1138,1155,西瓜胡萝卜沙拉
1139,1155,党参黄芪炖牛尾
1140,1209,清蒸蝶鱼
1141,1209,辣炒鱿鱼
1142,1209,冰糖红豆薏米粥
1143,1209,谷稻小庄
1144,1209,凉拌蒜蓉西兰花
1145,1595,芝士烩波士顿龙虾
1146,1595,清蒸蝶鱼
1147,1595,自制猪肉脯
1148,1595,农夫山泉NFC果汁100%橙汁
1149,1595,北冰洋汽水
1150,1595,美妙绝伦之白莲花
1151,1595,牛奶卷
1152,1595,焖猪手
1153,1595,酸辣汤面
1154,1595,52度泸州老窖
1155,1595,百里香奶油烤红酒牛肉
1171,1108,剁椒鱼头
1172,1108,姜葱炒花蟹
1173,1108,蒜蓉生蚝
1174,1108,独家薄荷鲜虾牛肉卷
1175,1108,泡椒凤爪
1176,1108,五彩豆
1177,1108,酸辣藕丁
1178,1108,木须豌豆
1179,1108,哈尔滨啤酒罐装
1180,1108,百威啤酒罐装
1181,1108,水煮鱼
1182,1108,谷稻小庄
1183,1108,青岛啤酒罐装
1185,1108,麻辣小龙虾
1186,1108,自制猪肉脯
1187,1108,南瓜芝士包
1188,1108,山药养生粥
1189,1108,一品香酥藕
1190,1108,番茄蛋汤
1191,1131,油焖麻辣虾
1192,1131,皮蛋瘦肉粥
1193,1131,水煮鱼
1194,1131,意文柠檬汁
1195,1131,美妙绝伦之白莲花
1196,1131,南瓜枸杞小饼干
1197,1131,桂圆肉红豆八宝饭
1198,1131,三色凉拌手撕兔
1199,1131,番茄炖秋葵
1200,1169,香辣腐乳炒虾
1201,1169,山药养生粥
1202,1169,盘蟹蒸蛋
1203,1169,剁椒鱼头
1204,1169,农夫山泉NFC果汁100%橙汁
1205,1169,意文柠檬汁
1206,1169,大蒜苋菜
1207,1169,炝炒大白菜
1208,1169,露露无糖杏仁露
1209,1147,芝士烩波士顿龙虾
1210,1147,葱姜炒蟹
1211,1147,皮蛋瘦肉粥
1212,1147,爆炒鳝碌
1213,1147,干锅田鸡
1214,1147,番茄甘蓝
1215,1147,重庆特色油烧兔
1216,1147,番茄炖秋葵
